ROW,GMT_TESTTIMESTAMP,COMPONENT_ID,WAFER_ID_XY,PSRO,CWP0_VDDN,CRP0_VDDN,HOME_DIRECTORY,MACHINE_FAMILY,SERIAL,LEVEL,TEST,TEST_PROGRAM,TEST_SUFFIX,PCX_LEVEL,FIRMWARE,BUP_TOOL_VERSION,FN,
"1,2019-03-13 15:37:08.0,""11S02CY382YH1934621328"",""6A061022SOA7/119/66"",8.065,1.103,1.103,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/13/zMcharP00C21AE.SYSHEDD220181019.878908160932924141435921399368816719364079835280859530378949328325772056131.20190313113708.3906M05.zip.gz"",""zMidas"",""C21AE"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C21AE~20190313113708~MFG_MFG.xml.gz"","
"1,2019-03-10 23:40:20.0,""11S02CY382YH1934629297"",""6A060011SOG4/105/66"",8.113,1.155,1.155,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/10/zMcharP00C3726.SYSHEDD220181019.608598613550733013908339849684215660928325403297674658257810430018651936835595986.20190310194020.3906M05.zip.gz"",""zMidas"",""C3726"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M05~C3726~20190310194020~MFG_MFG.xml.gz"","
"1,2019-03-13 18:54:57.0,""11S02CY382YH1934640802"",""6A05S088SOE1/77/22"",8.111,1.113,1.113,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/13/zMcharP00C09A1.SYSHEDD220181019.698802554246994585743377928965764174771652317573451708154150012180592455787.20190313145457.3906M05.zip.gz"",""zMidas"",""C09A1"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C09A1~20190313145457~MFG_MFG.xml.gz"","
"1,2019-03-29 06:48:26.0,""11S02CY382YH1934642791"",""6A05S087SOH2/49/44"",7.828,1.043,1.043,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/29/zMcharP00BFC57.SYSHEDD220181210.842822485505587121863878008160932924141624791796242794313325223921050073295518.20190329024826.3906M05.zip.gz"",""zMidas"",""BFC57"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D36C_FINAL_RELEASE"","""",""XTEDS~3906~M04~BFC57~20190329024826~MFG_MFG.xml.gz"","
"1,2019-03-29 06:48:26.0,""11S02CY382YH1934642796"",""6A05S090SOE1/49/44"",8.091,1.085,1.085,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/29/zMcharP00BFC57.SYSHEDD220181210.842822485505587121863878008160932924141624791796242794313325223921050073295518.20190329024826.3906M05.zip.gz"",""zMidas"",""BFC57"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D36C_FINAL_RELEASE"","""",""XTEDS~3906~M04~BFC57~20190329024826~MFG_MFG.xml.gz"","
"1,2019-03-29 06:48:26.0,""11S02CY382YH1934642822"",""6A060188SOA4/63/44"",8.562,1.153,1.153,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/29/zMcharP00BFC57.SYSHEDD220181210.842822485505587121863878008160932924141624791796242794313325223921050073295518.20190329024826.3906M05.zip.gz"",""zMidas"",""BFC57"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D36C_FINAL_RELEASE"","""",""XTEDS~3906~M04~BFC57~20190329024826~MFG_MFG.xml.gz"","
"1,2019-03-29 06:48:26.0,""11S02CY382YH1934645485"",""65600696SED3/91/22"",8.419,1.128,1.128,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/29/zMcharP00BFC57.SYSHEDD220181210.842822485505587121863878008160932924141624791796242794313325223921050073295518.20190329024826.3906M05.zip.gz"",""zMidas"",""BFC57"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D36C_FINAL_RELEASE"","""",""XTEDS~3906~M04~BFC57~20190329024826~MFG_MFG.xml.gz"","
"1,2019-03-12 22:26:58.0,""11S02CY382YH1934675787"",""656027BFSEB1/63/33"",8.154,1.196,1.196,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/12/zMcharP00C360C.SYSHEDD220181019.371872792567227479327976950787366934429948172486473716757345221489939365976595585518.20190312182658.3906M05.zip.gz"",""zMidas"",""C360C"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M05~C360C~20190312182658~MFG_MFG.xml.gz"","
"1,2019-03-29 06:48:26.0,""11S02CY382YH1934745050"",""6A04U181SOA6/63/66"",8.049,1.204,1.204,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/29/zMcharP00BFC57.SYSHEDD220181210.842822485505587121863878008160932924141624791796242794313325223921050073295518.20190329024826.3906M05.zip.gz"",""zMidas"",""BFC57"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D36C_FINAL_RELEASE"","""",""XTEDS~3906~M04~BFC57~20190329024826~MFG_MFG.xml.gz"","
"1,2019-03-29 06:48:26.0,""11S02CY382YH1934751921"",""65603S0TSEH1/133/55"",7.914,1.052,1.052,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/29/zMcharP00BFC57.SYSHEDD220181210.842822485505587121863878008160932924141624791796242794313325223921050073295518.20190329024826.3906M05.zip.gz"",""zMidas"",""BFC57"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D36C_FINAL_RELEASE"","""",""XTEDS~3906~M04~BFC57~20190329024826~MFG_MFG.xml.gz"","
"1,2019-03-11 00:08:04.0,""11S02CY382YH1934763069"",""6A04S201SOA0/105/66"",7.85,1.13,1.13,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/10/zMcharP00BFC57.SYSHEDD220181019.517019992118766244966069560933925824031520809277658069940790899364460718449.20190310200804.3906M05.zip.gz"",""zMidas"",""BFC57"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~BFC57~20190310200804~MFG_MFG.xml.gz"","
"1,2019-03-08 00:52:43.0,""11S02CY382YH1934773338"",""6A04S200SOD1/77/33"",8.21,1.202,1.202,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/07/zMcharP00C36EC.SYSHEDD220181019.900338904735923588990011992142768626747156654970635172861050789153767830.20190307195243.3906M05.zip.gz"",""zMidas"",""C36EC"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C36EC~20190307195243~MFG_MFG.xml.gz"","
"1,2019-03-08 18:14:52.0,""11S02CY382YH1934781902"",""65700A30SEC1/119/44"",8.266,1.196,1.196,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/08/zMcharP00C21AE.SYSHEDD220181019.907613967776851404818015032039714709623021198902388599154050766432656115570093710.20190308131452.3906M05.zip.gz"",""zMidas"",""C21AE"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M05~C21AE~20190308131452~MFG_MFG.xml.gz"","
"1,2019-03-11 00:08:04.0,""11S02CY382YH1934782364"",""6A06A088SOA3/91/44"",8.293,1.196,1.196,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/10/zMcharP00BFC57.SYSHEDD220181019.517019992118766244966069560933925824031520809277658069940790899364460718449.20190310200804.3906M05.zip.gz"",""zMidas"",""BFC57"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~BFC57~20190310200804~MFG_MFG.xml.gz"","
"1,2019-03-05 13:54:12.0,""11S02CY382YH1934782864"",""6A065143SOA0/63/22"",8.292,1.167,1.167,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/05/zMcharP00C21AE.SYSHEDD220181019.959769407962218302790864364460718449198902388599154050766432656115570093710.20190305085412.3906M05.zip.gz"",""zMidas"",""C21AE"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C21AE~20190305085412~MFG_MFG.xml.gz"","
"1,2019-03-10 23:40:20.0,""11S02CY382YH1934790849"",""6A06J026SOF1/77/44"",7.571,1.074,1.074,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/10/zMcharP00C3726.SYSHEDD220181019.608598613550733013908339849684215660928325403297674658257810430018651936835595986.20190310194020.3906M05.zip.gz"",""zMidas"",""C3726"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M05~C3726~20190310194020~MFG_MFG.xml.gz"","
"1,2019-03-08 00:01:04.0,""11S02CY382YH1934792920"",""6A04S200SOD1/91/33"",8.232,1.173,1.173,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/07/zMcharP00C09A1.SYSHEDD220181019.054405379957761396256920979771817784826936871977139143095203302344505204.20190307190104.3906M05.zip.gz"",""zMidas"",""C09A1"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C09A1~20190307190104~MFG_MFG.xml.gz"","
"1,2019-03-13 15:37:08.0,""11S02CY382YH1934792921"",""6A04S200SOD1/105/33"",8.164,1.206,1.206,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/13/zMcharP00C21AE.SYSHEDD220181019.878908160932924141435921399368816719364079835280859530378949328325772056131.20190313113708.3906M05.zip.gz"",""zMidas"",""C21AE"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C21AE~20190313113708~MFG_MFG.xml.gz"","
"1,2019-03-13 18:54:57.0,""11S02CY382YH1934793012"",""65700A3ASEA5/49/66"",8.192,1.204,1.204,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/13/zMcharP00C09A1.SYSHEDD220181019.698802554246994585743377928965764174771652317573451708154150012180592455787.20190313145457.3906M05.zip.gz"",""zMidas"",""C09A1"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C09A1~20190313145457~MFG_MFG.xml.gz"","
"1,2019-03-10 23:40:20.0,""11S02CY382YH1934793018"",""65700A35SEB2/49/66"",8.171,1.19,1.19,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/10/zMcharP00C3726.SYSHEDD220181019.608598613550733013908339849684215660928325403297674658257810430018651936835595986.20190310194020.3906M05.zip.gz"",""zMidas"",""C3726"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M05~C3726~20190310194020~MFG_MFG.xml.gz"","
"1,2019-03-12 07:25:44.0,""11S02CY382YH1934793319"",""6A05P061SOB1/91/55"",7.827,1.101,1.101,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/12/zMcharP00C36EC.SYSHEDD220181019.155474319367204066214130984476681059958109959769845962218302389907890872478587.20190312032544.3906M05.zip.gz"",""zMidas"",""C36EC"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C36EC~20190312032544~MFG_MFG.xml.gz"","
"1,2019-03-08 18:14:52.0,""11S02CY382YH1934793388"",""6A04S152SOF4/63/33"",8.216,1.206,1.206,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/08/zMcharP00C21AE.SYSHEDD220181019.907613967776851404818015032039714709623021198902388599154050766432656115570093710.20190308131452.3906M05.zip.gz"",""zMidas"",""C21AE"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M05~C21AE~20190308131452~MFG_MFG.xml.gz"","
"1,2019-03-10 23:40:20.0,""11S02CY382YH1934793684"",""6A04U270SOF7/105/33"",7.79,1.186,1.186,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/10/zMcharP00C3726.SYSHEDD220181019.608598613550733013908339849684215660928325403297674658257810430018651936835595986.20190310194020.3906M05.zip.gz"",""zMidas"",""C3726"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M05~C3726~20190310194020~MFG_MFG.xml.gz"","
"1,2019-03-01 17:19:10.0,""11S02CY382YH1934794660"",""656027AZSEA4/105/44"",8.192,1.192,1.192,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/01/zMcharP00C360C.SYSHEDD220181019.931051660600953829805431996991568785089966150560933925824966115512606021235015.20190301121910.3906M05.zip.gz"",""zMidas"",""C360C"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C360C~20190301121910~MFG_MFG.xml.gz"","
"1,2019-03-01 17:19:10.0,""11S02CY382YH1934795051"",""6A04T046SOE4/91/55"",8.092,1.188,1.188,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/01/zMcharP00C360C.SYSHEDD220181019.931051660600953829805431996991568785089966150560933925824966115512606021235015.20190301121910.3906M05.zip.gz"",""zMidas"",""C360C"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C360C~20190301121910~MFG_MFG.xml.gz"","
"1,2019-03-01 17:19:10.0,""11S02CY382YH1934798115"",""65700A3BSEE7/77/33"",8.139,1.171,1.171,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/01/zMcharP00C360C.SYSHEDD220181019.931051660600953829805431996991568785089966150560933925824966115512606021235015.20190301121910.3906M05.zip.gz"",""zMidas"",""C360C"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C360C~20190301121910~MFG_MFG.xml.gz"","
"1,2019-03-11 21:49:06.0,""11S02CY382YH1934798117"",""65700A3BSEE7/105/55"",8.197,1.169,1.169,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/11/zMcharP00BEF6F.SYSHEDD220181019.761114385997984296821789117409290094088768770660964226275169052311923152899055868.20190311174906.3906M05.zip.gz"",""zMidas"",""BEF6F"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M05~BEF6F~20190311174906~MFG_MFG.xml.gz"","
"1,2019-03-15 07:56:36.0,""11S02CY382YH1934798536"",""6570065ESEG6/49/55"",8.254,1.169,1.169,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/15/zMcharP00BFC57.SYSHEDD220181019.156055885973820630363840841368431291224576803536961157023595023934385157294148.20190315035636.3906M05.zip.gz"",""zMidas"",""BFC57"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~BFC57~20190315035636~MFG_MFG.xml.gz"","
"1,2019-03-08 18:14:52.0,""11S02CY382YH1934798656"",""6A04T013SOA3/91/55"",8.118,1.186,1.186,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/08/zMcharP00C21AE.SYSHEDD220181019.907613967776851404818015032039714709623021198902388599154050766432656115570093710.20190308131452.3906M05.zip.gz"",""zMidas"",""C21AE"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M05~C21AE~20190308131452~MFG_MFG.xml.gz"","
"1,2019-03-06 21:26:05.0,""11S02CY382YH1934799065"",""6A05P063SOC2/77/66"",8.018,1.124,1.124,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/06/zMcharP00C3726.SYSHEDD220181019.789117409290094088220108701737287670416065504339756195811772663930140135.20190306162605.3906M05.zip.gz"",""zMidas"",""C3726"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C3726~20190306162605~MFG_MFG.xml.gz"","
"1,2019-03-12 22:26:58.0,""11S02CY382YH1934800486"",""6A068225SOH1/77/11"",8.142,1.171,1.171,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/12/zMcharP00C360C.SYSHEDD220181019.371872792567227479327976950787366934429948172486473716757345221489939365976595585518.20190312182658.3906M05.zip.gz"",""zMidas"",""C360C"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M05~C360C~20190312182658~MFG_MFG.xml.gz"","
"1,2019-03-11 00:08:04.0,""11S02CY382YH1934800520"",""65603X2ESEH0/77/33"",8.266,1.163,1.163,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/10/zMcharP00BFC57.SYSHEDD220181019.517019992118766244966069560933925824031520809277658069940790899364460718449.20190310200804.3906M05.zip.gz"",""zMidas"",""BFC57"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~BFC57~20190310200804~MFG_MFG.xml.gz"","
"1,2019-03-19 18:56:22.0,""11S02CY382YH1934801864"",""6A068180SOG3/63/33"",8.089,1.181,1.181,""http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2019/03/19/zMcharP00C3726.SYSHEDD220181019.156055885973820630855872080774122586809243458864559980536476048404698958760785.20190319145622.3906M05.zip.gz"",""zMidas"",""C3726"",""MFG"",""FRM"",""NO_BATCHLIST"",""MFG"","""",""D32L_MFG2_RC14"","""",""XTEDS~3906~M04~C3726~20190319145622~MFG_MFG.xml.gz"","
