ROW;GMT_TESTTIMESTAMP;COMPONENT_ID;WAFER_ID_XY;PSRO;CWP0_VDDN;CRP0_VDDN;HOME_DIRECTORY;MACHINE_FAMILY;SERIAL;LEVEL;TEST;TEST_PROGRAM;TEST_SUFFIX;PCX_LEVEL;FIRMWARE;BUP_TOOL_VERSION;FN
1;2018-09-24 06:40:06.0;11S02CY381YH1934488870;6A05J116SOE1/49/77;8.481;1.021;1.021;http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2018/09/24/zMcharP00C1C29.SYSMRDD2201808906.278870610263696.20180924024006.3907ZR1.zip.gz;zMidas;C1C29;MFG;FRM;NO_BATCHLIST;MFG;;D32L_FINAL_RELEASE;;XTEDS~3907~ZR1~C1C29~20180924024006~MFG_MFG.xml.gz
1;2018-09-24 06:40:06.0;11S02CY381YH1934494696;6A05X279SOE0/49/44;8.388;1.021;1.021;http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2018/09/24/zMcharP00C1C29.SYSMRDD2201808906.278870610263696.20180924024006.3907ZR1.zip.gz;zMidas;C1C29;MFG;FRM;NO_BATCHLIST;MFG;;D32L_FINAL_RELEASE;;XTEDS~3907~ZR1~C1C29~20180924024006~MFG_MFG.xml.gz
1;2018-09-14 12:29:21.0;11S02CY381YH1934494719;6A05G118SOE1/77/22;8.399;1.021;1.021;http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2018/09/14/zMcharP00C2467.SYSMRDD2201808906.113438613132719.20180914082921.3907ZR1.zip.gz;zMidas;C2467;MFG;FRM;NO_BATCHLIST;MFG;;D32L_FINAL_RELEASE;;XTEDS~3907~ZR1~C2467~20180914082921~MFG_MFG.xml.gz
1;2018-09-25 02:59:22.0;11S02CY381YH1934499437;6A05Q090SOD3/119/55;8.34;1.021;1.021;http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2018/09/24/zMcharP00C1C29.SYSMRDD2201808906.600959895437827.20180924225922.3907ZR1.zip.gz;zMidas;C1C29;MFG;FRM;NO_BATCHLIST;MFG;;D32L_FINAL_RELEASE;;XTEDS~3907~ZR1~C1C29~20180924225922~MFG_MFG.xml.gz
1;2018-09-11 02:34:40.0;11S02CY381YH1934499752;6A05D174SOF5/49/55;8.292;1.021;1.021;http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2018/09/10/zMcharP00C2580.SYSMRDD220180716.146284897752232.20180910223440.3907ZR1.zip.gz;zMidas;C2580;MFG;FRM;NO_BATCHLIST;MFG;;D32L_FINAL_RELEASE;;XTEDS~3907~ZR1~C2580~20180910223440~MFG_MFG.xml.gz
1;2018-09-09 17:37:55.0;11S02CY381YH1934499902;6A05X282SOA7/105/55;8.246;1.021;1.021;http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2018/09/09/zMcharP00C2466.SYSMRDD220180716.174432902713712.20180909133755.3907ZR1.zip.gz;zMidas;C2466;MFG;FRM;NO_BATCHLIST;MFG;;D32L_FINAL_RELEASE;;XTEDS~3907~ZR1~C2466~20180909133755~MFG_MFG.xml.gz
1;2018-09-25 07:29:59.0;11S02CY381YH1934499908;6A05Q062SOF6/49/22;8.401;1.021;1.021;http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2018/09/25/zMcharP00C248B.SYSMRDD2201808906.596733121908114.20180925032959.3907ZR1.zip.gz;zMidas;C248B;MFG;FRM;NO_BATCHLIST;MFG;;D32L_FINAL_RELEASE;;XTEDS~3907~ZR1~C248B~20180925032959~MFG_MFG.xml.gz
1;2018-09-24 06:46:26.0;11S02CY381YH1934504897;6A05X280SOH1/119/44;8.24;1.021;1.021;http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2018/09/24/zMcharP00C19F9.SYSMRDD220180906.605232676897284.20180924024626.3907ZR1.zip.gz;zMidas;C19F9;MFG;FRM;NO_BATCHLIST;MFG;;D32L_FINAL_RELEASE;;XTEDS~3907~ZR1~C19F9~20180924024626~MFG_MFG.xml.gz
1;2018-09-04 15:25:20.0;11S02CY381YH1934505003;6A05Q058SOE5/133/55;8.331;1.021;1.021;http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2018/09/04/zMcharP00C1D13.SYSMRDD220180716.152432902713003.20180904112520.3907ZR1.zip.gz;zMidas;C1D13;MFG;FRM;NO_BATCHLIST;MFG;;D32L_FINAL_RELEASE;;XTEDS~3907~ZR1~C1D13~20180904112520~MFG_MFG.xml.gz
1;2018-09-25 17:15:35.0;11S02CY381YH1934518147;6A05D300SOH0/119/55;8.378;1.021;1.021;http://ausgsa.ibm.com/projects/m/moosecollective/FRAMETEST/zm/logs/bydate/2018/09/25/zMcharP00C1D13.SYSMRDD2201808906.591229227234147.20180925131535.3907ZR1.zip.gz;zMidas;C1D13;MFG;FRM;NO_BATCHLIST;MFG;;D32L_FINAL_RELEASE;;XTEDS~3907~ZR1~C1D13~20180925131535~MFG_MFG.xml.gz
